"SubNo"	"Hemisphere"	"Block"	"Trial"	"ACC"	"RT"	"Twitches"	"Task"	"Congruence"	"Axes"	"HomLocation"
"2035"	11	1	6	15	1	0.509152	9	"Flanker"	"Cong"	"NE.SW"	"LatIn"
"2036"	11	1	6	16	1	0.730702	9	"Flanker"	"Cong"	"E.W"	"LatIn"
"2037"	11	1	6	17	1	0.506428	9	"Flanker"	"Incong"	"E.W"	"LatIn"
"2038"	11	1	6	18	1	0.615944	9	"Flanker"	"Cong"	"E.W"	"LatIn"
"2039"	11	1	6	19	1	0.561539	9	"Flanker"	"Incong"	"E.W"	"LatIn"
"2040"	11	1	6	20	1	0.710633	9	"Flanker"	"Cong"	"E.W"	"LatIn"
"2041"	11	1	7	1	1	0.814865	4	"Flanker"	"Incong"	"E.W"	"F3.4"
"2042"	11	1	7	2	1	0.511525	4	"Flanker"	"Cong"	"E.W"	"F3.4"
"2043"	11	1	7	3	1	0.435938	4	"Flanker"	"Cong"	"E.W"	"F3.4"
"2044"	11	1	7	4	1	0.53284	4	"Flanker"	"Incong"	"E.W"	"F3.4"
"2045"	11	1	7	5	1	0.530024	4	"Flanker"	"Cong"	"E.W"	"F3.4"
"2046"	11	1	7	6	1	0.658227	4	"Flanker"	"Incong"	"NW.SE"	"F3.4"
"2047"	11	1	7	7	1	0.520764	4	"Flanker"	"Incong"	"NW.SE"	"F3.4"
"2048"	11	1	7	8	1	0.354367	4	"Flanker"	"Cong"	"NW.SE"	"F3.4"
"2049"	11	1	7	9	1	0.516209	4	"Flanker"	"Cong"	"NW.SE"	"F3.4"
"2050"	11	1	7	10	1	0.434144	4	"Flanker"	"Incong"	"NW.SE"	"F3.4"
"2051"	11	1	7	11	1	0.591409	7	"Flanker"	"Incong"	"N.S"	"F3.4"
"2052"	11	1	7	12	1	0.650255	7	"Flanker"	"Incong"	"N.S"	"F3.4"
"2053"	11	1	7	13	1	0.516463	7	"Flanker"	"Cong"	"N.S"	"F3.4"
"2054"	11	1	7	14	1	0.654617	7	"Flanker"	"Cong"	"N.S"	"F3.4"
"2055"	11	1	7	15	1	0.524503	7	"Flanker"	"Incong"	"N.S"	"F3.4"
"2056"	11	1	7	16	1	0.67833	4	"Flanker"	"Cong"	"NE.SW"	"F3.4"
"2057"	11	1	7	17	1	0.5481	4	"Flanker"	"Cong"	"NE.SW"	"F3.4"
"2058"	11	1	7	18	1	0.598904	4	"Flanker"	"Cong"	"NE.SW"	"F3.4"
"2059"	11	1	7	19	1	0.5	4	"Flanker"	"Incong"	"NE.SW"	"F3.4"
"2060"	11	1	7	20	1	0.399172	4	"Flanker"	"Incong"	"NE.SW"	"F3.4"
"2061"	11	1	8	1	1	0.650069	2	"Flanker"	"Incong"	"NE.SW"	"P3.4"
"2062"	11	1	8	2	1	0.421815	2	"Flanker"	"Cong"	"NE.SW"	"P3.4"
"2063"	11	1	8	3	1	0.425342	2	"Flanker"	"Cong"	"NE.SW"	"P3.4"
"2064"	11	1	8	4	1	0.391801	2	"Flanker"	"Cong"	"NE.SW"	"P3.4"
"2065"	11	1	8	5	1	0.513017	2	"Flanker"	"Incong"	"NE.SW"	"P3.4"
"2066"	11	1	8	6	1	0.899173	2	"Flanker"	"Cong"	"NW.SE"	"P3.4"
"2067"	11	1	8	7	1	0.342402	2	"Flanker"	"Incong"	"NW.SE"	"P3.4"
"2068"	11	1	8	8	1	0.49367	2	"Flanker"	"Incong"	"NW.SE"	"P3.4"
"2069"	11	1	8	9	1	0.438757	2	"Flanker"	"Cong"	"NW.SE"	"P3.4"
"2070"	11	1	8	10	1	0.604635	2	"Flanker"	"Incong"	"NW.SE"	"P3.4"
"2071"	11	1	8	11	1	0.76699	2	"Flanker"	"Incong"	"N.S"	"P3.4"
"2072"	11	1	8	12	1	0.540946	2	"Flanker"	"Cong"	"N.S"	"P3.4"
"2073"	11	1	8	13	1	0.750153	2	"Flanker"	"Incong"	"N.S"	"P3.4"
"2074"	11	1	8	14	1	0.528821	2	"Flanker"	"Cong"	"N.S"	"P3.4"
"2075"	11	1	8	15	1	0.53918	2	"Flanker"	"Incong"	"N.S"	"P3.4"
"2076"	11	1	8	16	1	0.589588	2	"Flanker"	"Cong"	"E.W"	"P3.4"
"2077"	11	1	8	17	1	0.421639	2	"Flanker"	"Incong"	"E.W"	"P3.4"
"2078"	11	1	8	18	1	0.771164	2	"Flanker"	"Cong"	"E.W"	"P3.4"
"2079"	11	1	8	19	1	0.472172	2	"Flanker"	"Cong"	"E.W"	"P3.4"
"2080"	11	1	8	20	1	0.367082	2	"Flanker"	"Incong"	"E.W"	"P3.4"
"2081"	11	1	9	1	1	1.491019	6	"Flanker"	"Cong"	"NW.SE"	"V5"
"2082"	11	1	9	2	1	0.747828	6	"Flanker"	"Incong"	"NW.SE"	"V5"
"2083"	11	1	9	3	1	0.584277	6	"Flanker"	"Incong"	"NW.SE"	"V5"
"2084"	11	1	9	4	1	0.50123	6	"Flanker"	"Incong"	"NW.SE"	"V5"
"2085"	11	1	9	5	1	0.521201	6	"Flanker"	"Cong"	"NW.SE"	"V5"
"2086"	11	1	9	6	1	1.090439	8	"Flanker"	"Incong"	"NE.SW"	"V5"
"2087"	11	1	9	7	1	0.561302	8	"Flanker"	"Cong"	"NE.SW"	"V5"
"2088"	11	1	9	8	1	0.520698	8	"Flanker"	"Incong"	"NE.SW"	"V5"
"2089"	11	1	9	9	1	0.519893	8	"Flanker"	"Incong"	"NE.SW"	"V5"
"2090"	11	1	9	10	1	0.743388	8	"Flanker"	"Cong"	"NE.SW"	"V5"
"2091"	11	1	9	11	1	0.812688	8	"Flanker"	"Incong"	"E.W"	"V5"
"2092"	11	1	9	12	1	0.533122	8	"Flanker"	"Cong"	"E.W"	"V5"
"2093"	11	1	9	13	1	0.579491	8	"Flanker"	"Incong"	"E.W"	"V5"
"2094"	11	1	9	14	1	0.476868	8	"Flanker"	"Cong"	"E.W"	"V5"
"2095"	11	1	9	15	1	0.573029	8	"Flanker"	"Cong"	"E.W"	"V5"
"2096"	11	1	9	16	1	0.688591	6	"Flanker"	"Cong"	"N.S"	"V5"
"2097"	11	1	9	17	1	0.545915	6	"Flanker"	"Cong"	"N.S"	"V5"
"2098"	11	1	9	18	1	0.367748	6	"Flanker"	"Incong"	"N.S"	"V5"
"2099"	11	1	9	19	1	0.508429	6	"Flanker"	"Cong"	"N.S"	"V5"
"2100"	11	1	9	20	1	0.534248	6	"Flanker"	"Incong"	"N.S"	"V5"
"2101"	11	1	10	1	1	0.59643	4	"Flanker"	"Cong"	"N.S"	"P7.8"
"2102"	11	1	10	2	1	0.436286	4	"Flanker"	"Cong"	"N.S"	"P7.8"
"2103"	11	1	10	3	1	0.597085	4	"Flanker"	"Incong"	"N.S"	"P7.8"
"2104"	11	1	10	4	1	0.501633	4	"Flanker"	"Cong"	"N.S"	"P7.8"
"2105"	11	1	10	5	1	0.466987	4	"Flanker"	"Incong"	"N.S"	"P7.8"
"2106"	11	1	10	6	0	0.881736	6	"Flanker"	"Cong"	"E.W"	"P7.8"
"2107"	11	1	10	7	1	0.554212	6	"Flanker"	"Cong"	"E.W"	"P7.8"
"2108"	11	1	10	8	1	0.434883	6	"Flanker"	"Incong"	"E.W"	"P7.8"
"2109"	11	1	10	9	1	0.588166	6	"Flanker"	"Cong"	"E.W"	"P7.8"
"2110"	11	1	10	10	1	0.513657	6	"Flanker"	"Incong"	"E.W"	"P7.8"
"2111"	11	1	10	11	1	0.67786	6	"Flanker"	"Incong"	"NW.SE"	"P7.8"
"2112"	11	1	10	12	1	0.405893	6	"Flanker"	"Incong"	"NW.SE"	"P7.8"
"2113"	11	1	10	13	1	0.53241	6	"Flanker"	"Incong"	"NW.SE"	"P7.8"
"2114"	11	1	10	14	1	0.498003	6	"Flanker"	"Cong"	"NW.SE"	"P7.8"
"2115"	11	1	10	15	1	0.657038	6	"Flanker"	"Cong"	"NW.SE"	"P7.8"
"2116"	11	1	10	16	1	0.756322	6	"Flanker"	"Incong"	"NE.SW"	"P7.8"
"2117"	11	1	10	17	1	0.544439	6	"Flanker"	"Cong"	"NE.SW"	"P7.8"
"2118"	11	1	10	18	1	0.597499	6	"Flanker"	"Incong"	"NE.SW"	"P7.8"
"2119"	11	1	10	19	1	0.523976	6	"Flanker"	"Incong"	"NE.SW"	"P7.8"
"2120"	11	1	10	20	1	0.540204	6	"Flanker"	"Cong"	"NE.SW"	"P7.8"
"2121"	11	1	11	1	1	0.909953	4	"Flanker"	"Cong"	"NW.SE"	"FC1.2"
"2122"	11	1	11	2	1	0.589106	4	"Flanker"	"Incong"	"NW.SE"	"FC1.2"
"2123"	11	1	11	3	1	0.498926	4	"Flanker"	"Cong"	"NW.SE"	"FC1.2"
"2124"	11	1	11	4	1	0.485037	4	"Flanker"	"Incong"	"NW.SE"	"FC1.2"
"2125"	11	1	11	5	1	0.470617	4	"Flanker"	"Incong"	"NW.SE"	"FC1.2"
"2126"	11	1	11	6	1	0.625348	2	"Flanker"	"Incong"	"NE.SW"	"FC1.2"
"2127"	11	1	11	7	1	0.48291	2	"Flanker"	"Cong"	"NE.SW"	"FC1.2"
"2128"	11	1	11	8	1	0.454457	2	"Flanker"	"Cong"	"NE.SW"	"FC1.2"
"2129"	11	1	11	9	1	0.551286	2	"Flanker"	"Cong"	"NE.SW"	"FC1.2"
"2130"	11	1	11	10	1	0.432468	2	"Flanker"	"Incong"	"NE.SW"	"FC1.2"
"2131"	11	1	11	11	1	0.837594	2	"Flanker"	"Cong"	"E.W"	"FC1.2"
"2132"	11	1	11	12	1	0.585721	2	"Flanker"	"Incong"	"E.W"	"FC1.2"
"2133"	11	1	11	13	1	0.67988	2	"Flanker"	"Cong"	"E.W"	"FC1.2"
"2134"	11	1	11	14	1	0.360999	2	"Flanker"	"Incong"	"E.W"	"FC1.2"
"2135"	11	1	11	15	1	0.549568	2	"Flanker"	"Cong"	"E.W"	"FC1.2"
"2136"	11	1	11	16	1	1.166078	7	"Flanker"	"Incong"	"N.S"	"FC1.2"
"2137"	11	1	11	17	1	0.774558	7	"Flanker"	"Incong"	"N.S"	"FC1.2"
"2138"	11	1	11	18	1	0.489325	7	"Flanker"	"Cong"	"N.S"	"FC1.2"
"2139"	11	1	11	19	1	0.465864	7	"Flanker"	"Cong"	"N.S"	"FC1.2"
"2140"	11	1	11	20	1	0.533989	7	"Flanker"	"Incong"	"N.S"	"FC1.2"
"2141"	11	1	12	1	NA	1.998664	NA	"Flanker"	"Cong"	"N.S"	"PZ"
"2142"	11	1	12	2	NA	1.999805	NA	"Flanker"	"Incong"	"N.S"	"PZ"
"2143"	11	1	12	3	NA	1.999911	NA	"Flanker"	"Cong"	"N.S"	"PZ"
"2144"	11	1	12	4	NA	1.999949	NA	"Flanker"	"Incong"	"N.S"	"PZ"
"2145"	11	1	12	5	NA	2.000563	NA	"Flanker"	"Incong"	"N.S"	"PZ"
"2146"	11	1	12	6	1	0.619592	2	"Flanker"	"Cong"	"E.W"	"PZ"
"2147"	11	1	12	7	0	0.351262	2	"Flanker"	"Incong"	"E.W"	"PZ"
"2148"	11	1	12	8	1	0.546959	2	"Flanker"	"Cong"	"E.W"	"PZ"
"2149"	11	1	12	9	1	0.536689	2	"Flanker"	"Incong"	"E.W"	"PZ"
"2150"	11	1	12	10	1	0.512794	2	"Flanker"	"Cong"	"E.W"	"PZ"
"2151"	11	1	12	11	1	0.747626	2	"Flanker"	"Cong"	"NE.SW"	"PZ"
"2152"	11	1	12	12	1	0.588988	2	"Flanker"	"Incong"	"NE.SW"	"PZ"
"2153"	11	1	12	13	1	0.529273	2	"Flanker"	"Cong"	"NE.SW"	"PZ"
"2154"	11	1	12	14	1	0.470749	2	"Flanker"	"Incong"	"NE.SW"	"PZ"
"2155"	11	1	12	15	1	0.457553	2	"Flanker"	"Cong"	"NE.SW"	"PZ"
"2156"	11	1	12	16	1	0.764203	2	"Flanker"	"Incong"	"NW.SE"	"PZ"
"2157"	11	1	12	17	1	0.445819	2	"Flanker"	"Incong"	"NW.SE"	"PZ"
"2158"	11	1	12	18	1	0.393881	2	"Flanker"	"Cong"	"NW.SE"	"PZ"
"2159"	11	1	12	19	1	0.410302	2	"Flanker"	"Cong"	"NW.SE"	"PZ"
"2160"	11	1	12	20	1	0.563905	2	"Flanker"	"Incong"	"NW.SE"	"PZ"
"2161"	11	1	13	1	1	0.533563	1	"Flanker"	"Cong"	"NE.SW"	"PO3.4"
"2162"	11	1	13	2	1	0.412592	1	"Flanker"	"Cong"	"NE.SW"	"PO3.4"
"2163"	11	1	13	3	1	0.548532	1	"Flanker"	"Cong"	"NE.SW"	"PO3.4"
"2164"	11	1	13	4	1	0.432699	1	"Flanker"	"Incong"	"NE.SW"	"PO3.4"
"2165"	11	1	13	5	1	0.403056	1	"Flanker"	"Incong"	"NE.SW"	"PO3.4"
"2166"	11	1	13	6	1	0.541249	2	"Flanker"	"Incong"	"E.W"	"PO3.4"
"2167"	11	1	13	7	1	0.411775	2	"Flanker"	"Cong"	"E.W"	"PO3.4"
"2168"	11	1	13	8	1	0.373323	2	"Flanker"	"Incong"	"E.W"	"PO3.4"
"2169"	11	1	13	9	1	0.36199	2	"Flanker"	"Incong"	"E.W"	"PO3.4"
"2170"	11	1	13	10	1	0.294523	2	"Flanker"	"Cong"	"E.W"	"PO3.4"
"2171"	11	1	13	11	1	0.607012	2	"Flanker"	"Cong"	"NW.SE"	"PO3.4"
"2172"	11	1	13	12	1	0.544238	2	"Flanker"	"Incong"	"NW.SE"	"PO3.4"
"2173"	11	1	13	13	1	0.384536	2	"Flanker"	"Incong"	"NW.SE"	"PO3.4"
"2174"	11	1	13	14	1	0.327114	2	"Flanker"	"Cong"	"NW.SE"	"PO3.4"
"2175"	11	1	13	15	1	0.470353	2	"Flanker"	"Cong"	"NW.SE"	"PO3.4"
"2176"	11	1	13	16	1	0.721181	2	"Flanker"	"Cong"	"N.S"	"PO3.4"
"2177"	11	1	13	17	1	0.488235	2	"Flanker"	"Incong"	"N.S"	"PO3.4"
"2178"	11	1	13	18	1	0.463796	2	"Flanker"	"Incong"	"N.S"	"PO3.4"
"2179"	11	1	13	19	1	0.52003	2	"Flanker"	"Incong"	"N.S"	"PO3.4"
"2180"	11	1	13	20	0	0.28511	2	"Flanker"	"Cong"	"N.S"	"PO3.4"
"2181"	11	1	14	1	1	1.184984	8	"Flanker"	"Incong"	"NW.SE"	"T7.8"
"2182"	11	1	14	2	1	0.850924	8	"Flanker"	"Cong"	"NW.SE"	"T7.8"
"2183"	11	1	14	3	1	0.584991	8	"Flanker"	"Incong"	"NW.SE"	"T7.8"
"2184"	11	1	14	4	1	0.692681	8	"Flanker"	"Cong"	"NW.SE"	"T7.8"
"2185"	11	1	14	5	1	0.833816	8	"Flanker"	"Cong"	"NW.SE"	"T7.8"
"2186"	11	1	14	6	1	0.813906	8	"Flanker"	"Incong"	"E.W"	"T7.8"
"2187"	11	1	14	7	1	0.782158	8	"Flanker"	"Incong"	"E.W"	"T7.8"
"2188"	11	1	14	8	1	0.880528	8	"Flanker"	"Cong"	"E.W"	"T7.8"
"2189"	11	1	14	9	1	0.770629	8	"Flanker"	"Incong"	"E.W"	"T7.8"
"2190"	11	1	14	10	1	0.622814	8	"Flanker"	"Cong"	"E.W"	"T7.8"
"2191"	11	1	14	11	1	0.985165	8	"Flanker"	"Incong"	"NE.SW"	"T7.8"
"2192"	11	1	14	12	1	0.731933	8	"Flanker"	"Incong"	"NE.SW"	"T7.8"
"2193"	11	1	14	13	1	0.655892	8	"Flanker"	"Cong"	"NE.SW"	"T7.8"
"2194"	11	1	14	14	1	0.510659	8	"Flanker"	"Incong"	"NE.SW"	"T7.8"
"2195"	11	1	14	15	1	0.592071	8	"Flanker"	"Cong"	"NE.SW"	"T7.8"
"2196"	11	1	14	16	1	0.724302	8	"Flanker"	"Cong"	"N.S"	"T7.8"
"2197"	11	1	14	17	1	0.67397	8	"Flanker"	"Incong"	"N.S"	"T7.8"
"2198"	11	1	14	18	1	0.610661	8	"Flanker"	"Cong"	"N.S"	"T7.8"
"2199"	11	1	14	19	1	0.637864	8	"Flanker"	"Incong"	"N.S"	"T7.8"
"2200"	11	1	14	20	1	0.522581	8	"Flanker"	"Cong"	"N.S"	"T7.8"
"2201"	11	1	15	1	1	0.663054	4	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"2202"	11	1	15	2	1	0.492076	4	"Flanker"	"Cong"	"NW.SE"	"CP1.2"
"2203"	11	1	15	3	1	0.467265	4	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"2204"	11	1	15	4	1	0.598436	4	"Flanker"	"Cong"	"NW.SE"	"CP1.2"
"2205"	11	1	15	5	1	0.419804	4	"Flanker"	"Incong"	"NW.SE"	"CP1.2"
"2206"	11	1	15	6	1	0.59094	3	"Flanker"	"Cong"	"N.S"	"CP1.2"
"2207"	11	1	15	7	1	0.563569	3	"Flanker"	"Incong"	"N.S"	"CP1.2"
"2208"	11	1	15	8	1	0.775867	3	"Flanker"	"Cong"	"N.S"	"CP1.2"
"2209"	11	1	15	9	1	0.472347	3	"Flanker"	"Cong"	"N.S"	"CP1.2"
"2210"	11	1	15	10	1	0.479181	3	"Flanker"	"Incong"	"N.S"	"CP1.2"
"2211"	11	1	15	11	1	0.824336	2	"Flanker"	"Incong"	"E.W"	"CP1.2"
"2212"	11	1	15	12	0	0.435617	2	"Flanker"	"Cong"	"E.W"	"CP1.2"
"2213"	11	1	15	13	1	1.06456	2	"Flanker"	"Incong"	"E.W"	"CP1.2"
"2214"	11	1	15	14	1	0.447064	2	"Flanker"	"Cong"	"E.W"	"CP1.2"
"2215"	11	1	15	15	1	0.36618	2	"Flanker"	"Cong"	"E.W"	"CP1.2"
"2216"	11	1	15	16	1	0.94928	2	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"2217"	11	1	15	17	1	0.544943	2	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"2218"	11	1	15	18	1	0.437291	2	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"2219"	11	1	15	19	1	0.341346	2	"Flanker"	"Cong"	"NE.SW"	"CP1.2"
"2220"	11	1	15	20	1	0.349719	2	"Flanker"	"Incong"	"NE.SW"	"CP1.2"
"2221"	11	1	16	1	1	0.734668	8	"Flanker"	"Incong"	"N.S"	"AF"
"2222"	11	1	16	2	1	0.606124	8	"Flanker"	"Cong"	"N.S"	"AF"
"2223"	11	1	16	3	1	0.657439	8	"Flanker"	"Incong"	"N.S"	"AF"
"2224"	11	1	16	4	1	0.643748	8	"Flanker"	"Incong"	"N.S"	"AF"
"2225"	11	1	16	5	1	0.590622	8	"Flanker"	"Cong"	"N.S"	"AF"
"2226"	11	1	16	6	1	0.784985	8	"Flanker"	"Cong"	"NE.SW"	"AF"
"2227"	11	1	16	7	1	0.500561	8	"Flanker"	"Incong"	"NE.SW"	"AF"
"2228"	11	1	16	8	1	0.619508	8	"Flanker"	"Incong"	"NE.SW"	"AF"
"2229"	11	1	16	9	1	0.941608	8	"Flanker"	"Cong"	"NE.SW"	"AF"
"2230"	11	1	16	10	1	0.616478	8	"Flanker"	"Cong"	"NE.SW"	"AF"
"2231"	11	1	16	11	1	0.731853	7	"Flanker"	"Cong"	"NW.SE"	"AF"
"2232"	11	1	16	12	1	0.582849	7	"Flanker"	"Cong"	"NW.SE"	"AF"
"2233"	11	1	16	13	1	0.521466	7	"Flanker"	"Incong"	"NW.SE"	"AF"
"2234"	11	1	16	14	1	0.568885	7	"Flanker"	"Incong"	"NW.SE"	"AF"
"2235"	11	1	16	15	1	0.622847	7	"Flanker"	"Incong"	"NW.SE"	"AF"
"2236"	11	1	16	16	1	0.676657	7	"Flanker"	"Incong"	"E.W"	"AF"
"2237"	11	1	16	17	1	0.468956	7	"Flanker"	"Cong"	"E.W"	"AF"
"2238"	11	1	16	18	1	0.430175	7	"Flanker"	"Cong"	"E.W"	"AF"
"2239"	11	1	16	19	1	0.643704	7	"Flanker"	"Incong"	"E.W"	"AF"
"2240"	11	1	16	20	1	0.515412	7	"Flanker"	"Cong"	"E.W"	"AF"
"2241"	11	1	17	1	1	0.65474	7	"Flanker"	"Cong"	"N.S"	"LatOc"
"2242"	11	1	17	2	1	0.658566	7	"Flanker"	"Cong"	"N.S"	"LatOc"
"2243"	11	1	17	3	1	0.581872	7	"Flanker"	"Incong"	"N.S"	"LatOc"
"2244"	11	1	17	4	1	0.49108	7	"Flanker"	"Incong"	"N.S"	"LatOc"
"2245"	11	1	17	5	1	0.533054	7	"Flanker"	"Incong"	"N.S"	"LatOc"
"2246"	11	1	17	6	1	0.745738	6	"Flanker"	"Cong"	"E.W"	"LatOc"
"2247"	11	1	17	7	1	0.488515	6	"Flanker"	"Cong"	"E.W"	"LatOc"
"2248"	11	1	17	8	1	0.451995	6	"Flanker"	"Cong"	"E.W"	"LatOc"
"2249"	11	1	17	9	1	0.77267	6	"Flanker"	"Incong"	"E.W"	"LatOc"
"2250"	11	1	17	10	1	0.669754	6	"Flanker"	"Incong"	"E.W"	"LatOc"
"2251"	11	1	17	11	1	0.551622	8	"Flanker"	"Cong"	"NE.SW"	"LatOc"
"2252"	11	1	17	12	1	0.615443	8	"Flanker"	"Cong"	"NE.SW"	"LatOc"
"2253"	11	1	17	13	1	0.607311	8	"Flanker"	"Incong"	"NE.SW"	"LatOc"
"2254"	11	1	17	14	1	0.759259	8	"Flanker"	"Incong"	"NE.SW"	"LatOc"
"2255"	11	1	17	15	1	0.591647	8	"Flanker"	"Incong"	"NE.SW"	"LatOc"
"2256"	11	1	17	16	1	0.644503	8	"Flanker"	"Cong"	"NW.SE"	"LatOc"
"2257"	11	1	17	17	1	0.706022	8	"Flanker"	"Cong"	"NW.SE"	"LatOc"
"2258"	11	1	17	18	1	0.529127	8	"Flanker"	"Incong"	"NW.SE"	"LatOc"
"2259"	11	1	17	19	1	0.557055	8	"Flanker"	"Cong"	"NW.SE"	"LatOc"
"2260"	11	1	17	20	1	0.629739	8	"Flanker"	"Incong"	"NW.SE"	"LatOc"
"2261"	11	1	18	1	1	0.750577	3	"Flanker"	"Incong"	"NE.SW"	"OZ"
"2262"	11	1	18	2	1	0.340916	3	"Flanker"	"Incong"	"NE.SW"	"OZ"
"2263"	11	1	18	3	1	0.314346	3	"Flanker"	"Cong"	"NE.SW"	"OZ"
"2264"	11	1	18	4	1	0.489043	3	"Flanker"	"Incong"	"NE.SW"	"OZ"
"2265"	11	1	18	5	1	0.432	3	"Flanker"	"Cong"	"NE.SW"	"OZ"
"2266"	11	1	18	6	1	0.757325	3	"Flanker"	"Incong"	"NW.SE"	"OZ"
"2267"	11	1	18	7	1	0.582395	3	"Flanker"	"Incong"	"NW.SE"	"OZ"
"2268"	11	1	18	8	1	0.544791	3	"Flanker"	"Cong"	"NW.SE"	"OZ"
"2269"	11	1	18	9	1	0.454956	3	"Flanker"	"Cong"	"NW.SE"	"OZ"
"2270"	11	1	18	10	1	0.481748	3	"Flanker"	"Cong"	"NW.SE"	"OZ"
"2271"	11	1	18	11	1	0.639896	2	"Flanker"	"Cong"	"E.W"	"OZ"
"2272"	11	1	18	12	1	0.435097	2	"Flanker"	"Cong"	"E.W"	"OZ"
"2273"	11	1	18	13	1	0.492061	2	"Flanker"	"Incong"	"E.W"	"OZ"
"2274"	11	1	18	14	1	0.479671	2	"Flanker"	"Incong"	"E.W"	"OZ"
"2275"	11	1	18	15	1	0.332635	2	"Flanker"	"Incong"	"E.W"	"OZ"
"2276"	11	1	18	16	NA	1.575193	2	"Flanker"	"Cong"	"N.S"	"OZ"
"2277"	11	1	18	17	1	0.773615	2	"Flanker"	"Cong"	"N.S"	"OZ"
"2278"	11	1	18	18	1	0.615032	2	"Flanker"	"Incong"	"N.S"	"OZ"
"2279"	11	1	18	19	1	0.408898	2	"Flanker"	"Cong"	"N.S"	"OZ"
"2280"	11	1	18	20	1	0.529815	2	"Flanker"	"Incong"	"N.S"	"OZ"
"2281"	11	1	19	1	1	0.731919	8	"Flanker"	"Incong"	"NE.SW"	"F7.8"
"2282"	11	1	19	2	1	0.726405	8	"Flanker"	"Incong"	"NE.SW"	"F7.8"
"2283"	11	1	19	3	1	0.542845	8	"Flanker"	"Incong"	"NE.SW"	"F7.8"
"2284"	11	1	19	4	1	0.580506	8	"Flanker"	"Cong"	"NE.SW"	"F7.8"
"2285"	11	1	19	5	1	0.500685	8	"Flanker"	"Cong"	"NE.SW"	"F7.8"
"2286"	11	1	19	6	1	0.890574	8	"Flanker"	"Incong"	"N.S"	"F7.8"
"2287"	11	1	19	7	1	0.738772	8	"Flanker"	"Cong"	"N.S"	"F7.8"
"2288"	11	1	19	8	1	0.589259	8	"Flanker"	"Incong"	"N.S"	"F7.8"
"2289"	11	1	19	9	1	0.673409	8	"Flanker"	"Cong"	"N.S"	"F7.8"
"2290"	11	1	19	10	1	0.532866	8	"Flanker"	"Cong"	"N.S"	"F7.8"
"2291"	11	1	19	11	1	0.909439	9	"Flanker"	"Cong"	"E.W"	"F7.8"
"2292"	11	1	19	12	1	0.71882	9	"Flanker"	"Incong"	"E.W"	"F7.8"
"2293"	11	1	19	13	1	0.59753	9	"Flanker"	"Cong"	"E.W"	"F7.8"
"2294"	11	1	19	14	1	0.81012	9	"Flanker"	"Incong"	"E.W"	"F7.8"
"2295"	11	1	19	15	1	0.676959	9	"Flanker"	"Cong"	"E.W"	"F7.8"
"2296"	11	1	19	16	1	0.886839	8	"Flanker"	"Incong"	"NW.SE"	"F7.8"
"2297"	11	1	19	17	1	0.655182	8	"Flanker"	"Cong"	"NW.SE"	"F7.8"
"2298"	11	1	19	18	1	0.642057	8	"Flanker"	"Incong"	"NW.SE"	"F7.8"
"2299"	11	1	19	19	1	0.517881	8	"Flanker"	"Cong"	"NW.SE"	"F7.8"
"2300"	11	1	19	20	1	0.692166	8	"Flanker"	"Incong"	"NW.SE"	"F7.8"
"2301"	11	1	20	1	1	0.724215	8	"Flanker"	"Cong"	"E.W"	"ATL"
"2302"	11	1	20	2	1	0.719815	8	"Flanker"	"Cong"	"E.W"	"ATL"
"2303"	11	1	20	3	1	0.719249	8	"Flanker"	"Incong"	"E.W"	"ATL"
"2304"	11	1	20	4	1	0.615774	8	"Flanker"	"Cong"	"E.W"	"ATL"
"2305"	11	1	20	5	1	0.603062	8	"Flanker"	"Incong"	"E.W"	"ATL"
"2306"	11	1	20	6	1	0.5974	8	"Flanker"	"Incong"	"NE.SW"	"ATL"
"2307"	11	1	20	7	1	0.523576	8	"Flanker"	"Cong"	"NE.SW"	"ATL"
"2308"	11	1	20	8	1	0.467836	8	"Flanker"	"Cong"	"NE.SW"	"ATL"
"2309"	11	1	20	9	1	0.587019	8	"Flanker"	"Incong"	"NE.SW"	"ATL"
"2310"	11	1	20	10	1	0.456841	8	"Flanker"	"Cong"	"NE.SW"	"ATL"
"2311"	11	1	20	11	1	0.668838	8	"Flanker"	"Incong"	"N.S"	"ATL"
"2312"	11	1	20	12	1	0.546355	8	"Flanker"	"Cong"	"N.S"	"ATL"
"2313"	11	1	20	13	1	0.562697	8	"Flanker"	"Incong"	"N.S"	"ATL"
"2314"	11	1	20	14	1	0.810796	8	"Flanker"	"Incong"	"N.S"	"ATL"
"2315"	11	1	20	15	1	0.515476	8	"Flanker"	"Cong"	"N.S"	"ATL"
"2316"	11	1	20	16	1	0.628149	8	"Flanker"	"Cong"	"NW.SE"	"ATL"
"2317"	11	1	20	17	1	0.407994	8	"Flanker"	"Cong"	"NW.SE"	"ATL"
"2318"	11	1	20	18	1	0.741243	8	"Flanker"	"Incong"	"NW.SE"	"ATL"
"2319"	11	1	20	19	1	0.648344	8	"Flanker"	"Incong"	"NW.SE"	"ATL"
