"SubNo"	"Hemisphere"	"Block"	"Trial"	"ACC"	"RT"	"Twitches"	"Task"	"Congruence"	"Axes"	"HomLocation"
"8157"	15	1	24	17	1	0.561125	3	"CRT"	"Incong"	"N.S"	"FC5.6"
"8158"	15	1	24	18	1	0.352281	3	"CRT"	"Cong"	"N.S"	"FC5.6"
"8159"	15	1	24	19	1	0.294629	3	"CRT"	"Incong"	"N.S"	"FC5.6"
"8160"	15	1	24	20	1	0.353548	3	"CRT"	"Cong"	"N.S"	"FC5.6"
"8161"	18	2	18	1	1	0.520375	0	"CRT"	"Cong"	"E.W"	"FZ"
"8162"	18	2	18	7	1	0.50072	1	"CRT"	"Cong"	"N.S"	"FZ"
"8163"	18	2	18	14	1	0.471014	1	"CRT"	"Cong"	"NE.SW"	"FZ"
"8164"	18	2	18	16	1	0.545878	0	"CRT"	"Cong"	"NW.SE"	"FZ"
"8165"	18	2	18	18	1	0.502249	0	"CRT"	"Cong"	"NW.SE"	"FZ"
"8166"	18	2	7	1	1	0.879626	0	"CRT"	"Cong"	"NE.SW"	"CZ"
"8167"	18	2	7	2	1	0.553939	0	"CRT"	"Cong"	"NE.SW"	"CZ"
"8168"	18	2	7	7	1	0.432925	0	"CRT"	"Cong"	"E.W"	"CZ"
"8169"	18	2	7	13	1	0.385165	0	"CRT"	"Cong"	"NW.SE"	"CZ"
"8170"	18	2	7	16	1	0.39749	0	"CRT"	"Cong"	"N.S"	"CZ"
"8171"	18	2	9	4	1	0.409709	0	"CRT"	"Cong"	"NW.SE"	"PZ"
"8172"	18	2	9	9	1	0.387577	0	"CRT"	"Cong"	"N.S"	"PZ"
"8173"	18	2	9	13	1	0.379123	0	"CRT"	"Cong"	"E.W"	"PZ"
"8174"	18	2	9	15	1	0.420876	0	"CRT"	"Cong"	"E.W"	"PZ"
"8175"	18	2	9	18	1	0.399728	0	"CRT"	"Cong"	"NE.SW"	"PZ"
"8176"	18	2	15	1	1	0.538411	0	"CRT"	"Cong"	"N.S"	"OZ"
"8177"	18	2	15	6	1	0.513404	0	"CRT"	"Cong"	"NW.SE"	"OZ"
"8178"	18	2	15	11	1	0.528593	0	"CRT"	"Cong"	"NE.SW"	"OZ"
"8179"	18	2	15	12	1	0.475018	0	"CRT"	"Cong"	"NE.SW"	"OZ"
"8180"	18	2	15	18	1	0.49003	0	"CRT"	"Cong"	"E.W"	"OZ"
"8181"	18	2	13	4	1	0.942488	1	"CRT"	"Cong"	"NW.SE"	"FP"
"8182"	18	2	13	6	0	0.63206	1	"CRT"	"Cong"	"E.W"	"FP"
"8183"	18	2	13	12	1	0.845496	3	"CRT"	"Cong"	"N.S"	"FP"
"8184"	18	2	13	18	1	0.570287	2	"CRT"	"Cong"	"NE.SW"	"FP"
"8185"	18	2	13	19	1	0.623422	2	"CRT"	"Cong"	"NE.SW"	"FP"
"8186"	18	2	23	3	1	0.53935	1	"CRT"	"Cong"	"NW.SE"	"AF"
"8187"	18	2	23	9	1	0.537415	1	"CRT"	"Cong"	"NE.SW"	"AF"
"8188"	18	2	23	10	1	0.518878	1	"CRT"	"Cong"	"NE.SW"	"AF"
"8189"	18	2	23	13	1	0.66628	1	"CRT"	"Cong"	"N.S"	"AF"
"8190"	18	2	23	19	1	0.562535	0	"CRT"	"Cong"	"E.W"	"AF"
"8191"	18	2	24	1	1	0.505226	0	"CRT"	"Cong"	"NE.SW"	"F3.4"
"8192"	18	2	24	7	1	0.475377	0	"CRT"	"Cong"	"N.S"	"F3.4"
"8193"	18	2	24	8	1	0.497717	0	"CRT"	"Cong"	"N.S"	"F3.4"
"8194"	18	2	24	12	1	0.348558	0	"CRT"	"Cong"	"E.W"	"F3.4"
"8195"	18	2	24	18	1	0.473277	0	"CRT"	"Cong"	"NW.SE"	"F3.4"
"8196"	18	2	17	1	1	0.595337	0	"CRT"	"Cong"	"N.S"	"F7.8"
"8197"	18	2	17	5	1	0.546039	0	"CRT"	"Cong"	"N.S"	"F7.8"
"8198"	18	2	17	8	1	0.523736	0	"CRT"	"Cong"	"E.W"	"F7.8"
"8199"	18	2	17	13	1	0.560703	1	"CRT"	"Cong"	"NE.SW"	"F7.8"
"8200"	18	2	17	19	1	0.501038	1	"CRT"	"Cong"	"NW.SE"	"F7.8"
"8201"	18	2	6	3	1	0.397292	0	"CRT"	"Cong"	"E.W"	"FC1.2"
"8202"	18	2	6	10	1	0.559441	1	"CRT"	"Cong"	"N.S"	"FC1.2"
"8203"	18	2	6	13	1	0.491809	0	"CRT"	"Cong"	"NE.SW"	"FC1.2"
"8204"	18	2	6	17	1	0.437318	0	"CRT"	"Cong"	"NW.SE"	"FC1.2"
"8205"	18	2	6	19	1	0.482821	0	"CRT"	"Cong"	"NW.SE"	"FC1.2"
"8206"	18	2	16	2	1	0.551206	0	"CRT"	"Cong"	"NE.SW"	"FC5.6"
"8207"	18	2	16	4	1	0.798238	0	"CRT"	"Cong"	"NE.SW"	"FC5.6"
"8208"	18	2	16	6	NA	0.495189	NA	"CRT"	"Cong"	"N.S"	"FC5.6"
"8209"	18	2	16	14	1	0.455455	0	"CRT"	"Cong"	"E.W"	"FC5.6"
"8210"	18	2	16	16	1	0.532226	0	"CRT"	"Cong"	"NW.SE"	"FC5.6"
"8211"	18	2	12	2	1	0.454001	0	"CRT"	"Cong"	"E.W"	"C3.4"
"8212"	18	2	12	10	1	0.491183	0	"CRT"	"Cong"	"NW.SE"	"C3.4"
"8213"	18	2	12	11	1	0.497796	0	"CRT"	"Cong"	"N.S"	"C3.4"
"8214"	18	2	12	15	1	0.491947	0	"CRT"	"Cong"	"N.S"	"C3.4"
"8215"	18	2	12	18	1	0.514909	0	"CRT"	"Cong"	"NE.SW"	"C3.4"
"8216"	18	2	3	1	1	0.549457	4	"CRT"	"Cong"	"E.W"	"T7.8"
"8217"	18	2	3	8	1	0.544811	2	"CRT"	"Cong"	"NE.SW"	"T7.8"
"8218"	18	2	3	15	1	0.554979	2	"CRT"	"Cong"	"NW.SE"	"T7.8"
"8219"	18	2	3	17	1	0.601222	2	"CRT"	"Cong"	"N.S"	"T7.8"
"8220"	18	2	3	19	1	0.515243	2	"CRT"	"Cong"	"N.S"	"T7.8"
"8221"	18	2	10	5	1	0.406108	0	"CRT"	"Cong"	"NW.SE"	"CP1.2"
"8222"	18	2	10	6	1	0.41715	0	"CRT"	"Cong"	"E.W"	"CP1.2"
"8223"	18	2	10	13	1	0.463497	0	"CRT"	"Cong"	"NE.SW"	"CP1.2"
"8224"	18	2	10	15	1	0.503312	0	"CRT"	"Cong"	"NE.SW"	"CP1.2"
"8225"	18	2	10	18	1	0.508377	0	"CRT"	"Cong"	"N.S"	"CP1.2"
"8226"	18	2	14	2	1	0.505394	0	"CRT"	"Cong"	"NE.SW"	"CP5.6"
"8227"	18	2	14	4	1	0.457665	0	"CRT"	"Cong"	"NE.SW"	"CP5.6"
"8228"	18	2	14	6	1	0.443222	0	"CRT"	"Cong"	"NW.SE"	"CP5.6"
"8229"	18	2	14	12	1	0.577023	0	"CRT"	"Cong"	"N.S"	"CP5.6"
"8230"	18	2	14	18	1	0.483264	0	"CRT"	"Cong"	"E.W"	"CP5.6"
"8231"	18	2	20	3	1	0.40177	0	"CRT"	"Cong"	"NE.SW"	"P3.4"
"8232"	18	2	20	4	1	0.41887	0	"CRT"	"Cong"	"NE.SW"	"P3.4"
"8233"	18	2	20	6	1	0.446626	0	"CRT"	"Cong"	"N.S"	"P3.4"
"8234"	18	2	20	13	1	0.410141	0	"CRT"	"Cong"	"E.W"	"P3.4"
"8235"	18	2	20	16	1	0.477678	0	"CRT"	"Cong"	"NW.SE"	"P3.4"
"8236"	18	2	11	2	1	0.635853	0	"CRT"	"Cong"	"NW.SE"	"P7.8"
"8237"	18	2	11	3	1	0.542206	0	"CRT"	"Cong"	"NW.SE"	"P7.8"
"8238"	18	2	11	6	1	0.495106	1	"CRT"	"Cong"	"N.S"	"P7.8"
"8239"	18	2	11	12	1	0.507588	0	"CRT"	"Cong"	"NE.SW"	"P7.8"
"8240"	18	2	11	20	1	0.811486	0	"CRT"	"Cong"	"E.W"	"P7.8"
"8241"	18	2	2	2	1	0.430536	0	"CRT"	"Cong"	"NW.SE"	"PO3.4"
"8242"	18	2	2	7	1	0.461444	0	"CRT"	"Cong"	"NE.SW"	"PO3.4"
"8243"	18	2	2	11	1	0.476414	0	"CRT"	"Cong"	"E.W"	"PO3.4"
"8244"	18	2	2	14	1	0.52732	0	"CRT"	"Cong"	"E.W"	"PO3.4"
"8245"	18	2	2	20	1	0.446065	0	"CRT"	"Cong"	"N.S"	"PO3.4"
"8246"	18	2	22	4	1	0.4908	0	"CRT"	"Cong"	"N.S"	"O1.2"
"8247"	18	2	22	9	1	0.594697	0	"CRT"	"Cong"	"NE.SW"	"O1.2"
"8248"	18	2	22	13	1	0.463891	0	"CRT"	"Cong"	"E.W"	"O1.2"
"8249"	18	2	22	15	1	0.515048	0	"CRT"	"Cong"	"E.W"	"O1.2"
"8250"	18	2	22	17	1	0.500367	0	"CRT"	"Cong"	"NW.SE"	"O1.2"
"8251"	18	2	5	3	1	0.543082	0	"CRT"	"Cong"	"NE.SW"	"Inion"
"8252"	18	2	5	7	1	0.320265	0	"CRT"	"Cong"	"N.S"	"Inion"
"8253"	18	2	5	14	1	0.500368	0	"CRT"	"Cong"	"NW.SE"	"Inion"
"8254"	18	2	5	16	1	0.475843	0	"CRT"	"Cong"	"E.W"	"Inion"
"8255"	18	2	5	20	1	0.418837	0	"CRT"	"Cong"	"E.W"	"Inion"
"8256"	18	2	19	3	1	1.399157	3	"CRT"	"Cong"	"NW.SE"	"LatIn"
"8257"	18	2	19	6	1	0.638583	4	"CRT"	"Cong"	"NE.SW"	"LatIn"
"8258"	18	2	19	10	1	0.944779	4	"CRT"	"Cong"	"NE.SW"	"LatIn"
"8259"	18	2	19	11	1	0.781406	5	"CRT"	"Cong"	"E.W"	"LatIn"
"8260"	18	2	19	20	1	0.532642	0	"CRT"	"Cong"	"N.S"	"LatIn"
"8261"	18	2	8	2	1	0.509241	3	"CRT"	"Cong"	"E.W"	"LatOc"
"8262"	18	2	8	9	1	0.334509	2	"CRT"	"Cong"	"NE.SW"	"LatOc"
"8263"	18	2	8	11	1	0.557435	1	"CRT"	"Cong"	"NW.SE"	"LatOc"
"8264"	18	2	8	17	1	0.443757	2	"CRT"	"Cong"	"N.S"	"LatOc"
"8265"	18	2	8	20	1	0.613738	2	"CRT"	"Cong"	"N.S"	"LatOc"
"8266"	18	2	21	5	1	0.368882	1	"CRT"	"Cong"	"E.W"	"V5"
"8267"	18	2	21	8	1	0.493544	0	"CRT"	"Cong"	"NW.SE"	"V5"
"8268"	18	2	21	12	1	0.538883	0	"CRT"	"Cong"	"NE.SW"	"V5"
"8269"	18	2	21	19	1	0.51982	0	"CRT"	"Cong"	"N.S"	"V5"
"8270"	18	2	21	20	1	0.489972	0	"CRT"	"Cong"	"N.S"	"V5"
"8271"	18	2	1	2	1	0.735032	4	"CRT"	"Cong"	"NW.SE"	"TPJ"
"8272"	18	2	1	6	1	0.598369	2	"CRT"	"Cong"	"NE.SW"	"TPJ"
"8273"	18	2	1	12	1	0.569782	1	"CRT"	"Cong"	"N.S"	"TPJ"
"8274"	18	2	1	14	1	0.562651	1	"CRT"	"Cong"	"N.S"	"TPJ"
"8275"	18	2	1	20	NA	0.448032	NA	"CRT"	"Cong"	"E.W"	"TPJ"
"8276"	18	2	4	4	1	0.561861	4	"CRT"	"Cong"	"E.W"	"ATL"
"8277"	18	2	4	9	1	0.541777	5	"CRT"	"Cong"	"N.S"	"ATL"
"8278"	18	2	4	12	1	0.529928	5	"CRT"	"Cong"	"NE.SW"	"ATL"
"8279"	18	2	4	16	1	0.684531	3	"CRT"	"Cong"	"NW.SE"	"ATL"
"8280"	18	2	4	18	1	0.584971	3	"CRT"	"Cong"	"NW.SE"	"ATL"
"8281"	18	2	18	3	1	0.601994	0	"CRT"	"Incong"	"E.W"	"FZ"
"8282"	18	2	18	6	1	0.604814	1	"CRT"	"Incong"	"N.S"	"FZ"
"8283"	18	2	18	8	1	0.651185	1	"CRT"	"Incong"	"N.S"	"FZ"
"8284"	18	2	18	12	1	0.508818	1	"CRT"	"Incong"	"NE.SW"	"FZ"
"8285"	18	2	18	19	1	0.642146	0	"CRT"	"Incong"	"NW.SE"	"FZ"
"8286"	18	2	7	4	1	0.559936	0	"CRT"	"Incong"	"NE.SW"	"CZ"
"8287"	18	2	7	9	1	0.444871	0	"CRT"	"Incong"	"E.W"	"CZ"
"8288"	18	2	7	10	1	0.570126	0	"CRT"	"Incong"	"E.W"	"CZ"
"8289"	18	2	7	11	1	0.370468	0	"CRT"	"Incong"	"NW.SE"	"CZ"
"8290"	18	2	7	19	1	0.457785	0	"CRT"	"Incong"	"N.S"	"CZ"
"8291"	18	2	9	5	1	0.486122	0	"CRT"	"Incong"	"NW.SE"	"PZ"
"8292"	18	2	9	7	1	0.400083	0	"CRT"	"Incong"	"N.S"	"PZ"
"8293"	18	2	9	14	1	0.4292	0	"CRT"	"Incong"	"E.W"	"PZ"
"8294"	18	2	9	16	1	0.428561	0	"CRT"	"Incong"	"NE.SW"	"PZ"
"8295"	18	2	9	19	1	0.382379	0	"CRT"	"Incong"	"NE.SW"	"PZ"
"8296"	18	2	15	2	1	0.671548	0	"CRT"	"Incong"	"N.S"	"OZ"
"8297"	18	2	15	9	1	0.444621	0	"CRT"	"Incong"	"NW.SE"	"OZ"
"8298"	18	2	15	13	1	0.677297	0	"CRT"	"Incong"	"NE.SW"	"OZ"
"8299"	18	2	15	19	1	0.629071	0	"CRT"	"Incong"	"E.W"	"OZ"
"8300"	18	2	15	20	1	0.507565	0	"CRT"	"Incong"	"E.W"	"OZ"
"8301"	18	2	13	2	1	0.745671	1	"CRT"	"Incong"	"NW.SE"	"FP"
"8302"	18	2	13	7	1	0.839604	1	"CRT"	"Incong"	"E.W"	"FP"
"8303"	18	2	13	10	1	0.593801	1	"CRT"	"Incong"	"E.W"	"FP"
"8304"	18	2	13	14	1	0.667513	3	"CRT"	"Incong"	"N.S"	"FP"
"8305"	18	2	13	16	1	0.685097	2	"CRT"	"Incong"	"NE.SW"	"FP"
"8306"	18	2	23	4	1	0.673586	1	"CRT"	"Incong"	"NW.SE"	"AF"
"8307"	18	2	23	8	1	0.566856	1	"CRT"	"Incong"	"NE.SW"	"AF"
"8308"	18	2	23	11	1	0.683158	1	"CRT"	"Incong"	"N.S"	"AF"
"8309"	18	2	23	14	1	0.699332	1	"CRT"	"Incong"	"N.S"	"AF"
"8310"	18	2	23	16	1	0.562079	0	"CRT"	"Incong"	"E.W"	"AF"
"8311"	18	2	24	3	1	0.509523	0	"CRT"	"Incong"	"NE.SW"	"F3.4"
"8312"	18	2	24	4	1	0.471455	0	"CRT"	"Incong"	"NE.SW"	"F3.4"
"8313"	18	2	24	10	1	0.527415	0	"CRT"	"Incong"	"N.S"	"F3.4"
"8314"	18	2	24	14	1	0.58826	0	"CRT"	"Incong"	"E.W"	"F3.4"
"8315"	18	2	24	17	1	0.521877	0	"CRT"	"Incong"	"NW.SE"	"F3.4"
"8316"	18	2	17	2	1	0.719393	0	"CRT"	"Incong"	"N.S"	"F7.8"
"8317"	18	2	17	6	1	0.55141	0	"CRT"	"Incong"	"E.W"	"F7.8"
"8318"	18	2	17	10	1	0.61985	0	"CRT"	"Incong"	"E.W"	"F7.8"
"8319"	18	2	17	11	1	0.489805	1	"CRT"	"Incong"	"NE.SW"	"F7.8"
"8320"	18	2	17	20	1	0.470819	1	"CRT"	"Incong"	"NW.SE"	"F7.8"
"8321"	18	2	6	4	1	0.452794	0	"CRT"	"Incong"	"E.W"	"FC1.2"
"8322"	18	2	6	9	1	0.550024	1	"CRT"	"Incong"	"N.S"	"FC1.2"
"8323"	18	2	6	11	1	0.960879	0	"CRT"	"Incong"	"NE.SW"	"FC1.2"
"8324"	18	2	6	14	1	0.455228	0	"CRT"	"Incong"	"NE.SW"	"FC1.2"
"8325"	18	2	6	16	1	0.810496	0	"CRT"	"Incong"	"NW.SE"	"FC1.2"
"8326"	18	2	16	3	1	0.610723	0	"CRT"	"Incong"	"NE.SW"	"FC5.6"
"8327"	18	2	16	7	NA	0.460306	NA	"CRT"	"Incong"	"N.S"	"FC5.6"
"8328"	18	2	16	15	1	0.460426	0	"CRT"	"Incong"	"E.W"	"FC5.6"
"8329"	18	2	16	17	1	0.521079	0	"CRT"	"Incong"	"NW.SE"	"FC5.6"
"8330"	18	2	16	18	1	0.492048	0	"CRT"	"Incong"	"NW.SE"	"FC5.6"
"8331"	18	2	12	3	1	0.509156	0	"CRT"	"Incong"	"E.W"	"C3.4"
"8332"	18	2	12	9	1	0.490532	0	"CRT"	"Incong"	"NW.SE"	"C3.4"
"8333"	18	2	12	12	1	0.576261	0	"CRT"	"Incong"	"N.S"	"C3.4"
"8334"	18	2	12	17	1	0.560631	0	"CRT"	"Incong"	"NE.SW"	"C3.4"
"8335"	18	2	12	19	1	0.485028	0	"CRT"	"Incong"	"NE.SW"	"C3.4"
"8336"	18	2	3	5	1	0.539107	4	"CRT"	"Incong"	"E.W"	"T7.8"
"8337"	18	2	3	6	1	0.576809	2	"CRT"	"Incong"	"NE.SW"	"T7.8"
"8338"	18	2	3	9	1	0.517435	2	"CRT"	"Incong"	"NE.SW"	"T7.8"
"8339"	18	2	3	14	1	0.547912	2	"CRT"	"Incong"	"NW.SE"	"T7.8"
"8340"	18	2	3	16	1	0.635051	2	"CRT"	"Incong"	"N.S"	"T7.8"
"8341"	18	2	10	3	1	0.421691	0	"CRT"	"Incong"	"NW.SE"	"CP1.2"
"8342"	18	2	10	9	1	0.498908	0	"CRT"	"Incong"	"E.W"	"CP1.2"
"8343"	18	2	10	14	1	0.629562	0	"CRT"	"Incong"	"NE.SW"	"CP1.2"
"8344"	18	2	10	17	1	0.585141	0	"CRT"	"Incong"	"N.S"	"CP1.2"
"8345"	18	2	10	20	1	0.40861	0	"CRT"	"Incong"	"N.S"	"CP1.2"
"8346"	18	2	14	5	1	0.454131	0	"CRT"	"Incong"	"NE.SW"	"CP5.6"
"8347"	18	2	14	7	1	0.447802	0	"CRT"	"Incong"	"NW.SE"	"CP5.6"
"8348"	18	2	14	11	1	0.459589	0	"CRT"	"Incong"	"N.S"	"CP5.6"
"8349"	18	2	14	17	1	0.497439	0	"CRT"	"Incong"	"E.W"	"CP5.6"
"8350"	18	2	14	20	1	0.495562	0	"CRT"	"Incong"	"E.W"	"CP5.6"
"8351"	18	2	20	1	1	0.533961	0	"CRT"	"Incong"	"NE.SW"	"P3.4"
"8352"	18	2	20	7	1	0.443944	0	"CRT"	"Incong"	"N.S"	"P3.4"
"8353"	18	2	20	8	1	0.408222	0	"CRT"	"Incong"	"N.S"	"P3.4"
"8354"	18	2	20	11	1	0.439967	0	"CRT"	"Incong"	"E.W"	"P3.4"
"8355"	18	2	20	18	1	0.579521	0	"CRT"	"Incong"	"NW.SE"	"P3.4"
"8356"	18	2	11	1	1	0.630021	0	"CRT"	"Incong"	"NW.SE"	"P7.8"
"8357"	18	2	11	9	1	0.44302	1	"CRT"	"Incong"	"N.S"	"P7.8"
"8358"	18	2	11	10	1	0.449059	1	"CRT"	"Incong"	"N.S"	"P7.8"
"8359"	18	2	11	11	1	0.579926	0	"CRT"	"Incong"	"NE.SW"	"P7.8"
"8360"	18	2	11	16	1	0.51439	0	"CRT"	"Incong"	"E.W"	"P7.8"
"8361"	18	2	2	4	1	0.487302	0	"CRT"	"Incong"	"NW.SE"	"PO3.4"
"8362"	18	2	2	9	1	0.475615	0	"CRT"	"Incong"	"NE.SW"	"PO3.4"
"8363"	18	2	2	10	1	0.481617	0	"CRT"	"Incong"	"NE.SW"	"PO3.4"
"8364"	18	2	2	15	1	0.506921	0	"CRT"	"Incong"	"E.W"	"PO3.4"
"8365"	18	2	2	17	1	0.440937	0	"CRT"	"Incong"	"N.S"	"PO3.4"
"8366"	18	2	22	5	1	0.560527	0	"CRT"	"Incong"	"N.S"	"O1.2"
"8367"	18	2	22	8	1	0.508031	0	"CRT"	"Incong"	"NE.SW"	"O1.2"
"8368"	18	2	22	11	1	0.598366	0	"CRT"	"Incong"	"E.W"	"O1.2"
"8369"	18	2	22	16	1	0.49125	0	"CRT"	"Incong"	"NW.SE"	"O1.2"
"8370"	18	2	22	18	1	0.600689	0	"CRT"	"Incong"	"NW.SE"	"O1.2"
"8371"	18	2	5	1	1	0.726375	0	"CRT"	"Incong"	"NE.SW"	"Inion"
"8372"	18	2	5	4	1	0.625225	0	"CRT"	"Incong"	"NE.SW"	"Inion"
"8373"	18	2	5	10	1	0.513459	0	"CRT"	"Incong"	"N.S"	"Inion"
"8374"	18	2	5	15	1	0.634981	0	"CRT"	"Incong"	"NW.SE"	"Inion"
"8375"	18	2	5	17	1	0.424125	0	"CRT"	"Incong"	"E.W"	"Inion"
"8376"	18	2	19	2	1	0.899881	3	"CRT"	"Incong"	"NW.SE"	"LatIn"
"8377"	18	2	19	5	1	0.644006	3	"CRT"	"Incong"	"NW.SE"	"LatIn"
"8378"	18	2	19	9	1	1.154528	4	"CRT"	"Incong"	"NE.SW"	"LatIn"
"8379"	18	2	19	12	1	0.621841	5	"CRT"	"Incong"	"E.W"	"LatIn"
"8380"	18	2	19	16	1	0.487203	0	"CRT"	"Incong"	"N.S"	"LatIn"
"8381"	18	2	8	5	1	0.678071	3	"CRT"	"Incong"	"E.W"	"LatOc"
"8382"	18	2	8	7	1	0.52641	2	"CRT"	"Incong"	"NE.SW"	"LatOc"
"8383"	18	2	8	12	1	0.540876	1	"CRT"	"Incong"	"NW.SE"	"LatOc"
"8384"	18	2	8	14	1	0.464176	1	"CRT"	"Incong"	"NW.SE"	"LatOc"
"8385"	18	2	8	18	1	0.556066	2	"CRT"	"Incong"	"N.S"	"LatOc"
"8386"	18	2	21	3	1	0.46129	1	"CRT"	"Incong"	"E.W"	"V5"
"8387"	18	2	21	7	1	0.457518	0	"CRT"	"Incong"	"NW.SE"	"V5"
"8388"	18	2	21	9	1	0.465915	0	"CRT"	"Incong"	"NW.SE"	"V5"
"8389"	18	2	21	11	1	0.457019	0	"CRT"	"Incong"	"NE.SW"	"V5"
"8390"	18	2	21	16	1	0.540958	0	"CRT"	"Incong"	"N.S"	"V5"
"8391"	18	2	1	1	1	0.703844	4	"CRT"	"Incong"	"NW.SE"	"TPJ"
"8392"	18	2	1	4	1	0.631058	4	"CRT"	"Incong"	"NW.SE"	"TPJ"
"8393"	18	2	1	9	1	0.505914	2	"CRT"	"Incong"	"NE.SW"	"TPJ"
"8394"	18	2	1	15	NA	1.996908	1	"CRT"	"Incong"	"N.S"	"TPJ"
"8395"	18	2	1	19	NA	0.470845	NA	"CRT"	"Incong"	"E.W"	"TPJ"
"8396"	18	2	4	3	1	0.618657	4	"CRT"	"Incong"	"E.W"	"ATL"
"8397"	18	2	4	5	1	0.558477	4	"CRT"	"Incong"	"E.W"	"ATL"
"8398"	18	2	4	7	1	0.576507	5	"CRT"	"Incong"	"N.S"	"ATL"
"8399"	18	2	4	13	1	0.501525	5	"CRT"	"Incong"	"NE.SW"	"ATL"
"8400"	18	2	4	20	1	0.578408	3	"CRT"	"Incong"	"NW.SE"	"ATL"
"8401"	18	2	18	2	1	0.397816	0	"CRT"	"Incong"	"E.W"	"FZ"
"8402"	18	2	18	5	1	0.463293	0	"CRT"	"Incong"	"E.W"	"FZ"
"8403"	18	2	18	9	1	0.438483	1	"CRT"	"Incong"	"N.S"	"FZ"
"8404"	18	2	18	13	1	0.371731	1	"CRT"	"Incong"	"NE.SW"	"FZ"
"8405"	18	2	18	17	1	0.652441	0	"CRT"	"Incong"	"NW.SE"	"FZ"
"8406"	18	2	7	3	1	0.502644	0	"CRT"	"Incong"	"NE.SW"	"CZ"
"8407"	18	2	7	8	1	0.375278	0	"CRT"	"Incong"	"E.W"	"CZ"
"8408"	18	2	7	14	1	0.387179	0	"CRT"	"Incong"	"NW.SE"	"CZ"
"8409"	18	2	7	17	1	0.451554	0	"CRT"	"Incong"	"N.S"	"CZ"
"8410"	18	2	7	20	1	0.484972	0	"CRT"	"Incong"	"N.S"	"CZ"
"8411"	18	2	9	2	1	0.328182	0	"CRT"	"Incong"	"NW.SE"	"PZ"
"8412"	18	2	9	6	1	0.399653	0	"CRT"	"Incong"	"N.S"	"PZ"
"8413"	18	2	9	10	1	0.371685	0	"CRT"	"Incong"	"N.S"	"PZ"
"8414"	18	2	9	12	1	0.355199	0	"CRT"	"Incong"	"E.W"	"PZ"
"8415"	18	2	9	20	1	0.3428	0	"CRT"	"Incong"	"NE.SW"	"PZ"
"8416"	18	2	15	3	1	0.427782	0	"CRT"	"Incong"	"N.S"	"OZ"
"8417"	18	2	15	5	1	0.431181	0	"CRT"	"Incong"	"N.S"	"OZ"
"8418"	18	2	15	7	1	0.388446	0	"CRT"	"Incong"	"NW.SE"	"OZ"
"8419"	18	2	15	14	1	0.497326	0	"CRT"	"Incong"	"NE.SW"	"OZ"
"8420"	18	2	15	17	1	0.457302	0	"CRT"	"Incong"	"E.W"	"OZ"
"8421"	18	2	13	1	1	0.974817	1	"CRT"	"Incong"	"NW.SE"	"FP"
"8422"	18	2	13	3	1	0.584678	1	"CRT"	"Incong"	"NW.SE"	"FP"
"8423"	18	2	13	8	1	0.517624	1	"CRT"	"Incong"	"E.W"	"FP"
"8424"	18	2	13	13	1	0.584156	3	"CRT"	"Incong"	"N.S"	"FP"
"8425"	18	2	13	20	1	0.469337	2	"CRT"	"Incong"	"NE.SW"	"FP"
"8426"	18	2	23	1	1	0.488809	1	"CRT"	"Incong"	"NW.SE"	"AF"
"8427"	18	2	23	7	1	0.538097	1	"CRT"	"Incong"	"NE.SW"	"AF"
"8428"	18	2	23	15	1	0.632218	1	"CRT"	"Incong"	"N.S"	"AF"
"8429"	18	2	23	17	1	0.467387	0	"CRT"	"Incong"	"E.W"	"AF"
"8430"	18	2	23	20	1	0.519349	0	"CRT"	"Incong"	"E.W"	"AF"
"8431"	18	2	24	2	1	0.437671	0	"CRT"	"Incong"	"NE.SW"	"F3.4"
"8432"	18	2	24	9	1	0.423697	0	"CRT"	"Incong"	"N.S"	"F3.4"
"8433"	18	2	24	11	1	0.438589	0	"CRT"	"Incong"	"E.W"	"F3.4"
"8434"	18	2	24	16	1	0.47831	0	"CRT"	"Incong"	"NW.SE"	"F3.4"
"8435"	18	2	24	20	1	0.398049	0	"CRT"	"Incong"	"NW.SE"	"F3.4"
"8436"	18	2	17	3	1	0.492664	0	"CRT"	"Incong"	"N.S"	"F7.8"
"8437"	18	2	17	7	1	0.590774	0	"CRT"	"Incong"	"E.W"	"F7.8"
"8438"	18	2	17	14	1	0.556408	1	"CRT"	"Incong"	"NE.SW"	"F7.8"
"8439"	18	2	17	17	1	0.495825	1	"CRT"	"Incong"	"NW.SE"	"F7.8"
"8440"	18	2	17	18	1	0.443467	1	"CRT"	"Incong"	"NW.SE"	"F7.8"
"8441"	18	2	6	1	1	0.524173	0	"CRT"	"Incong"	"E.W"	"FC1.2"
"8442"	18	2	6	5	1	0.457976	0	"CRT"	"Incong"	"E.W"	"FC1.2"
"8443"	18	2	6	6	1	0.669247	1	"CRT"	"Incong"	"N.S"	"FC1.2"
"8444"	18	2	6	15	1	0.400466	0	"CRT"	"Incong"	"NE.SW"	"FC1.2"
"8445"	18	2	6	18	1	0.390911	0	"CRT"	"Incong"	"NW.SE"	"FC1.2"
"8446"	18	2	16	5	NA	1.21633	0	"CRT"	"Incong"	"NE.SW"	"FC5.6"
"8447"	18	2	16	9	NA	0.397297	NA	"CRT"	"Incong"	"N.S"	"FC5.6"
"8448"	18	2	16	10	NA	0.333931	NA	"CRT"	"Incong"	"N.S"	"FC5.6"
